Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID,ReadTimeStamp,Accepted
"Bham, G.H., Benekohal, R.F.",6506048197; 35564532100,A high fidelity traffic simulation model based on cellular automata and car-following concepts,2004,Transportation Research Part C: Emerging Technologies,12,1,,1,32,,124.0,10.1016/j.trc.2002.05.001,https://www.scopus.com/inward/record.url?eid=2-s2.0-1042290095&partnerID=40&md5=8d69e24520c78a21dd940d5be6bd6eab,Article,Final,,Scopus,2-s2.0-1042290095,1574376211.0,True
"Barth, M., Todd, M.",56028681700; 57203072933,Simulation model performance analysis of a multiple station shared vehicle system,1999,Transportation Research Part C: Emerging Technologies,7,4,,237,259,,124.0,10.1016/S0968-090X(99)00021-2,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033344270&partnerID=40&md5=5b4321aa70cb14f42ed0dac643784230,Article,Final,,Scopus,2-s2.0-0033344270,1574376217.0,False
"Patil, S., Van Den Berg, J., Curtis, S., Lin, M.C., Manocha, D.",56861640900; 7201552546; 9233429400; 55621706600; 35452853100,Directing crowd simulations using navigation fields,2011,IEEE Transactions on Visualization and Computer Graphics,17,2, 5416702,244,254,,122.0,10.1109/TVCG.2010.33,https://www.scopus.com/inward/record.url?eid=2-s2.0-78650174663&partnerID=40&md5=58feb55cba9606c0e07775f15c5fba15,Article,Final,,Scopus,2-s2.0-78650174663,1574376221.0,True
"Thornhill, N.F., Patwardhan, S.C., Shah, S.L.",7004112803; 7004865653; 57203030023,A continuous stirred tank heater simulation model with applications,2008,Journal of Process Control,18,3-4,,347,360,,122.0,10.1016/j.jprocont.2007.07.006,https://www.scopus.com/inward/record.url?eid=2-s2.0-40749117689&partnerID=40&md5=e509af1de4083f0474a54a4fe3583ca4,Article,Final,,Scopus,2-s2.0-40749117689,1574376227.0,False
"Shabayek, A.A., Yeung, W.W.",6508176842; 7102370777,A simulation model for the Kwai Chung container terminals in Hong Kong,2002,European Journal of Operational Research,140,1,,1,11,,122.0,10.1016/S0377-2217(01)00216-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-0036643040&partnerID=40&md5=d4032848b2ba81a6c67e7ec7d1bef711,Article,Final,,Scopus,2-s2.0-0036643040,1574376231.0,False
"Sargent, R.G.",7101976202,Validation and verification of simulation models,2004,Proceedings - Winter Simulation Conference,1,,,17,28,,121.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-17744362322&partnerID=40&md5=ef064f9aa2370aada8982b624d14e7a0,Conference Paper,Final,,Scopus,2-s2.0-17744362322,1574376234.0,True
"Qiu, F., Hu, X.",16307947700; 7404709891,Modeling group structures in pedestrian crowd simulation,2010,Simulation Modelling Practice and Theory,18,2,,190,205,,119.0,10.1016/j.simpat.2009.10.005,https://www.scopus.com/inward/record.url?eid=2-s2.0-71849091728&partnerID=40&md5=09e7bfcc2086fd289bcd25a35717270c,Article,Final,,Scopus,2-s2.0-71849091728,1574376240.0,True
"Tai, W.-S., Chen, C.-T.",36946659900; 51060964600,A new evaluation model for intellectual capital based on computing with linguistic variable,2009,Expert Systems with Applications,36,2 PART 2,,3483,3488,,118.0,10.1016/j.eswa.2008.02.017,https://www.scopus.com/inward/record.url?eid=2-s2.0-56749131438&partnerID=40&md5=16c6b3d532ac5649bec4b0ced823932c,Article,Final,,Scopus,2-s2.0-56749131438,1574376248.0,False
"Sargent, Robert G.",7101976202,Verification and validation of simulation models,1998,Winter Simulation Conference Proceedings,1,,,121,130,,118.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032277971&partnerID=40&md5=79ae2f3605dc5edd30606209abe1f567,Conference Paper,Final,,Scopus,2-s2.0-0032277971,1574376251.0,True
"Benveniste, A., Basseville, M., Moustakides, G.V.",7004977693; 7003594878; 7003449986,The Asymptotic Local Approach to Change Detection and Model Validation,1987,IEEE Transactions on Automatic Control,32,7,,583,592,,118.0,10.1109/TAC.1987.1104683,https://www.scopus.com/inward/record.url?eid=2-s2.0-0023386127&partnerID=40&md5=13632a31ff6dff3584ceac77d8c71e99,Article,Final,,Scopus,2-s2.0-0023386127,1574376261.0,False
"Rickenmann, D., Laigle, D., McArdell, B.W., Hübl, J.",6603845426; 26643135800; 12752591000; 6506625022,Comparison of 2D debris-flow simulation models with field events,2006,Computational Geosciences,10,2,,241,264,,117.0,10.1007/s10596-005-9021-3,https://www.scopus.com/inward/record.url?eid=2-s2.0-33748876008&partnerID=40&md5=a056fc65846445cd2335428c4481b4ab,Conference Paper,Final,,Scopus,2-s2.0-33748876008,1574376266.0,False
"Mannion, M.",7003263132,Using First-Order logic for product line model validation,2002,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2379,,,176,187,,116.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84974731079&partnerID=40&md5=df2ff10f616ecd8f8dc9b70b8fada2e2,Conference Paper,Final,,Scopus,2-s2.0-84974731079,1574376272.0,False
"Butler, D., Schütze, M.",55603464200; 7005510251,Integrating simulation models with a view to optimal control of urban wastewater systems,2005,Environmental Modelling and Software,20,4 SPEC. ISS.,,415,426,,113.0,10.1016/j.envsoft.2004.02.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-9644291920&partnerID=40&md5=d5d90a9fe8b6e46c96f77ee070945636,Article,Final,,Scopus,2-s2.0-9644291920,1574376279.0,False
"Ratto, M., Tarantola, S., Saltelli, A.",7003353113; 55892593500; 7003770842,Sensitivity analysis in model calibration: GSA-GLUE approach,2001,Computer Physics Communications,136,3,,212,224,,113.0,10.1016/S0010-4655(01)00159-X,https://www.scopus.com/inward/record.url?eid=2-s2.0-0035873696&partnerID=40&md5=b7e36b3382d2e4c40665bacc12fe8c27,Article,Final,,Scopus,2-s2.0-0035873696,1574376289.0,False
"Balabin, R.M., Safieva, R.Z., Lomakina, E.I.",15049329900; 6602805500; 36721561800,Wavelet neural network (WNN) approach for calibration model building based on gasoline near infrared (NIR) spectra,2008,Chemometrics and Intelligent Laboratory Systems,93,1,,58,62,,112.0,10.1016/j.chemolab.2008.04.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-50249107931&partnerID=40&md5=7f3a66fa6ea97d5a4931040fd1a9b11f,Article,Final,,Scopus,2-s2.0-50249107931,1574376301.0,False
"Brown, W., Yen, P.-Y., Rojas, M., Schnall, R.",57201923633; 26434472400; 56360764300; 57203270652,Assessment of the Health IT Usability Evaluation Model (Health-ITUEM) for evaluating mobile health (mHealth) technology,2013,Journal of Biomedical Informatics,46,6,,1080,1087,,111.0,10.1016/j.jbi.2013.08.001,https://www.scopus.com/inward/record.url?eid=2-s2.0-84888197978&partnerID=40&md5=bc01f64529d8342b78c8c4b6cdd85b10,Article,Final,Open Access,Scopus,2-s2.0-84888197978,1574376308.0,False
"Coffey, C.S., Hebert, P.R., Ritchie, M.D., Krumholz, H.M., Gaziano, J.M., Ridker, P.M., Brown, N.J., Vaughan, D.E., Moore, J.H.",7102070962; 57202544006; 7102927061; 7101902574; 57202563853; 18535933700; 54790606300; 7202019593; 7405241093,An application of conditional logistic regression and multifactor dimensionality reduction for detecting gene-gene interactions on risk of myocardial infarction: The importance of model validation,2004,BMC Bioinformatics,5,, 49,,,,110.0,10.1186/1471-2105-5-49,https://www.scopus.com/inward/record.url?eid=2-s2.0-2942517830&partnerID=40&md5=5ec50771b1c41ad3e075dca27b5caf19,Article,Final,Open Access,Scopus,2-s2.0-2942517830,1574376388.0,False
"Aspelund, A., Gundersen, T., Myklebust, J., Nowak, M.P., Tomasgard, A.",18833352500; 57204958449; 7006500314; 36480161200; 6507151595,An optimization-simulation model for a simple LNG process,2010,Computers and Chemical Engineering,34,10,,1606,1617,,108.0,10.1016/j.compchemeng.2009.10.018,https://www.scopus.com/inward/record.url?eid=2-s2.0-77956181478&partnerID=40&md5=4d6bc120647e9b0789a30140fd7e885d,Article,Final,,Scopus,2-s2.0-77956181478,1574376391.0,False
"Fankhauser, P., Bloesch, M., Rodriguez, D., Kaestner, R., Hutter, M., Siegwart, R.",57055770300; 6507542229; 57203182781; 36655860400; 35409405200; 35926876800,Kinect v2 for mobile robot navigation: Evaluation and modeling,2015,"Proceedings of the 17th International Conference on Advanced Robotics, ICAR 2015",,, 7251485,388,394,,107.0,10.1109/ICAR.2015.7251485,https://www.scopus.com/inward/record.url?eid=2-s2.0-84957652137&partnerID=40&md5=b95b7fcdcbb773d9e17e9cdf52a94ead,Conference Paper,Final,,Scopus,2-s2.0-84957652137,1574376395.0,False
"Chou, M., Xia, X., Kayser, C.",15769060600; 56483354500; 57197097509,Modelling and model validation of heavy-haul trains equipped with electronically controlled pneumatic brake systems,2007,Control Engineering Practice,15,4,,501,509,,107.0,10.1016/j.conengprac.2006.09.006,https://www.scopus.com/inward/record.url?eid=2-s2.0-33846316788&partnerID=40&md5=6d5b37ddcb3005f5280334b4d54fb9b0,Article,Final,,Scopus,2-s2.0-33846316788,1574376413.0,False
"Grefenstette, J.J., Raey, C.L., Schultz, A.C.",57202973365; 57018156100; 7202835699,Learning Sequential Decision Rules Using Simulation Models and Competition,1990,Machine Learning,5,4,,355,381,,107.0,10.1023/A:1022677607120,https://www.scopus.com/inward/record.url?eid=2-s2.0-0000488536&partnerID=40&md5=9e72cc500c2359effeb6b362d05a0583,Article,Final,,Scopus,2-s2.0-0000488536,1574376433.0,False
"Le, Q.B., Park, S.J., Vlek, P.L.G., Cremers, A.B.",24281801400; 24449582700; 7003924539; 7006727752,Land-Use Dynamic Simulator (LUDAS): A multi-agent system model for simulating spatio-temporal dynamics of coupled human-landscape system. I. Structure and theoretical specification,2008,Ecological Informatics,3,2,,135,153,,106.0,10.1016/j.ecoinf.2008.04.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-44649202078&partnerID=40&md5=0fadece3db8b07e1332ee5804886fcad,Article,Final,,Scopus,2-s2.0-44649202078,1574376456.0,False
"Alglave, J., Maranget, L., Tautschnig, M.",26667536700; 6602877321; 20436581400,"Herding cats: Modelling, simulation, testing, and data mining for weak memory",2014,ACM Transactions on Programming Languages and Systems,36,2, 7,,,,105.0,10.1145/2627752,https://www.scopus.com/inward/record.url?eid=2-s2.0-84906846720&partnerID=40&md5=89825e19fd3126a5845a52dcfa6fe144,Article,Final,,Scopus,2-s2.0-84906846720,1574376461.0,False
"Gawron, C.",56618703300,An iterative algorithm to determine the dynamic user equilibrium in a traffic simulation model,1998,International Journal of Modern Physics C,9,3,,393,407,,105.0,10.1142/S0129183198000303,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032363404&partnerID=40&md5=cbf2413b0f7ad080f5ba4fff8386dd0e,Article,Final,,Scopus,2-s2.0-0032363404,1574376468.0,False
"Sargent, Robert G.",7101976202,Validation and verification of simulation models,1999,Winter Simulation Conference Proceedings,1,,,39,48,,103.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033325132&partnerID=40&md5=656b01118bed67f934311b1a5281819f,Conference Paper,Final,,Scopus,2-s2.0-0033325132,1574376470.0,True
"Asano, M., Iryo, T., Kuwahara, M.",57207964979; 10439570400; 34570741800,Microscopic pedestrian simulation model combined with a tactical model for route choice behaviour,2010,Transportation Research Part C: Emerging Technologies,18,6,,842,855,,100.0,10.1016/j.trc.2010.01.005,https://www.scopus.com/inward/record.url?eid=2-s2.0-77955926720&partnerID=40&md5=fbdd10ae69f19fefeaba3de6ab722cfa,Article,Final,,Scopus,2-s2.0-77955926720,1574376477.0,True
"Rouhani, S., Ghazanfari, M., Jafari, M.",35324988400; 6603001026; 12765310100,Evaluation model of business intelligence for enterprise systems using fuzzy TOPSIS,2012,Expert Systems with Applications,39,3,,3764,3771,,99.0,10.1016/j.eswa.2011.09.074,https://www.scopus.com/inward/record.url?eid=2-s2.0-80255138642&partnerID=40&md5=7873f669b7f4d07044812d9ace3964ff,Article,Final,,Scopus,2-s2.0-80255138642,1574376481.0,False
"Robinson, Stewart",7402673952,Simulation model verification and validation: Increasing the users' confidence,1997,Winter Simulation Conference Proceedings,,,,53,59,,99.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031380980&partnerID=40&md5=089161e38963535b2e5f62fe1a72d1f4,Conference Paper,Final,,Scopus,2-s2.0-0031380980,1574376484.0,True
"Carson II, J.S.",7201381813,Model verification and validation,2002,Winter Simulation Conference Proceedings,1,,,52,58,,97.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0036928328&partnerID=40&md5=cb1f4e42e649d4ed80612216ebc1f0f9,Conference Paper,Final,,Scopus,2-s2.0-0036928328,1574376487.0,True
"Liu, Y., Chen, W., Arendt, P., Huang, H.-Z.",54400177300; 37020288100; 36160993000; 9744861000,Toward a better understanding of model validation metrics,2011,"Journal of Mechanical Design, Transactions of the ASME",133,7, 071005,,,,96.0,10.1115/1.4004223,https://www.scopus.com/inward/record.url?eid=2-s2.0-79960691853&partnerID=40&md5=66cc6d732ea165e0ab0c458e3c199dac,Article,Final,,Scopus,2-s2.0-79960691853,1574376502.0,True
"Baud, S., Velex, P.",36741517200; 6603700550,Static and dynamic tooth loading in spur and helical geared systems-experiments and model validation,2002,"Journal of Mechanical Design, Transactions of the ASME",124,2,,334,346,,96.0,10.1115/1.1462044,https://www.scopus.com/inward/record.url?eid=2-s2.0-0036623656&partnerID=40&md5=2a3196db8ec0841035e4e207f8659ed7,Article,Final,,Scopus,2-s2.0-0036623656,1574376508.0,False
"Feinstein, A.H., Cannon, H.M.",7202235353; 8630205000,Constructs of simulation evaluation,2002,Simulation and Gaming,33,4,,425,440,,95.0,10.1177/1046878102238606,https://www.scopus.com/inward/record.url?eid=2-s2.0-21044444487&partnerID=40&md5=ecb478564c0ce280ce12ebd0b1ca0897,Article,Final,,Scopus,2-s2.0-21044444487,1574376528.0,False
"Garavel, H.",22333928400,"OPEN/CÆSAR: An open software architecture for verification, simulation, and testing",1998,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1384,,,68,84,,95.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84947903650&partnerID=40&md5=fb323c837e4255d9710932ddb602224c,Conference Paper,Final,,Scopus,2-s2.0-84947903650,1574376535.0,False
"Rubinstein, Reuven Y.",7103342667,Sensitivity analysis and performance extrapolation for computer simulation models,1989,Operations Research,37,1,,72,81,,94.0,10.1287/opre.37.1.72,https://www.scopus.com/inward/record.url?eid=2-s2.0-0024480453&partnerID=40&md5=2f803a4fe8e51edf46c1cfc0bc62d048,Article,Final,,Scopus,2-s2.0-0024480453,1574376539.0,False
"Sargent, Robert G.",7101976202,"Verification, validation, and accreditation of simulation models",2000,Winter Simulation Conference Proceedings,1,,,50,59,,93.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0034427863&partnerID=40&md5=8603cc21cde2dd116c9ff01ff03954d3,Conference Paper,Final,,Scopus,2-s2.0-0034427863,1574376542.0,True
"Sargent, R.G.",7101976202,Verification and validation of simulation models,2009,Proceedings - Winter Simulation Conference,,, 5429327,162,176,,92.0,10.1109/WSC.2009.5429327,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951551371&partnerID=40&md5=fe7dd44ba7ecfadd44c5b457303c78a0,Conference Paper,Final,,Scopus,2-s2.0-77951551371,1574376547.0,True
"Tantithamthavorn, C., McIntosh, S., Hassan, A.E., Matsumoto, K.",55361007600; 7005758924; 7402686972; 55378267900,An Empirical Comparison of Model Validation Techniques for Defect Prediction Models,2017,IEEE Transactions on Software Engineering,43,1, 7497471,1,18,,91.0,10.1109/TSE.2016.2584050,https://www.scopus.com/inward/record.url?eid=2-s2.0-85009874260&partnerID=40&md5=fe1b65928d429139992281413c8abbab,Article,Final,,Scopus,2-s2.0-85009874260,1574376554.0,False
"Swierenga, H., De Weijer, A.P., Van Wijk, R.J., Buydens, L.M.C.",6603651672; 6602141115; 36645458500; 7005777659,Strategy for constructing robust multivariate calibration models,1999,Chemometrics and Intelligent Laboratory Systems,49,1,,1,17,,90.0,10.1016/S0169-7439(99)00028-3,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032789882&partnerID=40&md5=c4e076a931906a850c25ac6fc2906779,Article,Final,,Scopus,2-s2.0-0032789882,1574376556.0,False
"Balci, O.",7003536585,"Verification, validation, and certification of modeling and simulation applications",2003,Winter Simulation Conference Proceedings,1,,,150,158,,89.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-1642519731&partnerID=40&md5=c0a9162fa0dd584862a5e5120a9eadb1,Conference Paper,Final,,Scopus,2-s2.0-1642519731,1574376561.0,True
"Li, W.H., Du, H., Guo, N.Q.",36091496800; 7201901427; 7102597785,Finite element analysis and simulation evaluation of a magnetorheological valve,2003,International Journal of Advanced Manufacturing Technology,21,6,,438,445,,89.0,10.1007/s001700300051,https://www.scopus.com/inward/record.url?eid=2-s2.0-0037697829&partnerID=40&md5=933c0d3d4e59624cd89e556d83b5bd22,Article,Final,,Scopus,2-s2.0-0037697829,1574376564.0,False
"Chwif, Leonardo, Barretto, Marcos Ribeiro Pereira, Paul, Ray J.",6603039820; 55666907900; 56265091800,On simulation model complexity,2000,Winter Simulation Conference Proceedings,1,,,449,455,,89.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0034427613&partnerID=40&md5=136cf6cae39d77cac46a36236b9a6d75,Conference Paper,Final,,Scopus,2-s2.0-0034427613,1574376566.0,False
"Polhill, J.G., Parker, D., Brown, D., Grimm, V.",6508306749; 9639042400; 56975641800; 7006008102,Using the ODD protocol for describing three agent-based social simulation models of land-use change,2008,JASSS,11,2,,,,,87.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-44349150976&partnerID=40&md5=f158b2fd458db699029ad77a0bde0fb4,Article,Final,,Scopus,2-s2.0-44349150976,1574376575.0,False
"Akhtar, S., Tai, K., Ray, T.",57196630654; 7101738966; 9742224100,A socio-behavioral simulation model for engineering design optimization,2002,Engineering Optimization,34,4,,341,354,,87.0,10.1080/03052150212723,https://www.scopus.com/inward/record.url?eid=2-s2.0-0036661345&partnerID=40&md5=8cc28b87c11801a542f9f9255e7fc882,Article,Final,,Scopus,2-s2.0-0036661345,1574376582.0,False
"Bates, B.C., Charles, S.P., Hughes, J.P.",7102512629; 7101696852; 24830373200,Stochastic downscaling of numerical climate model simulations,1998,Environmental Modelling and Software,13,3-4,,325,331,,85.0,10.1016/S1364-8152(98)00037-1,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032192821&partnerID=40&md5=e8527eecd3f7ecaff16eb9da45718775,Article,Final,,Scopus,2-s2.0-0032192821,1574376588.0,False
"Wu, J., Brackstone, M., McDonald, M.",56093795000; 7003654758; 7403020094,Fuzzy sets and systems for a motorway microscopic simulation model,2000,Fuzzy Sets and Systems,116,1,,65,76,,84.0,10.1016/S0165-0114(99)00038-X,https://www.scopus.com/inward/record.url?eid=2-s2.0-0034325106&partnerID=40&md5=010928ef1d6140b230de67b596cc4f34,Article,Final,,Scopus,2-s2.0-0034325106,1574376591.0,False
